Letter,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
H,7.00,11.00,9.00,8.00,6.00,7.00,7.00,6.00,7.00,7.00,6.00,6.00,6.00,8.00,4.00,7.00
H,5.00,9.00,7.00,6.00,6.00,4.00,9.00,3.00,6.00,10.00,10.00,9.00,4.00,9.00,4.00,5.00
H,8.00,10.00,8.00,5.00,4.00,9.00,8.00,4.00,5.00,8.00,3.00,5.00,6.00,7.00,4.00,8.00
H,2.00,1.00,3.00,2.00,2.00,7.00,7.00,6.00,6.00,7.00,6.00,8.00,3.00,8.00,4.00,8.00
H,8.00,11.00,11.00,8.00,6.00,10.00,6.00,4.00,7.00,11.00,1.00,7.00,6.00,8.00,5.00,10.00
H,4.00,9.00,6.00,6.00,7.00,7.00,8.00,6.00,7.00,7.00,5.00,8.00,3.00,8.00,3.00,8.00
H,5.00,7.00,7.00,5.00,5.00,7.00,7.00,2.00,6.00,10.00,6.00,8.00,3.00,8.00,3.00,7.00
H,8.00,10.00,11.00,8.00,9.00,5.00,8.00,3.00,7.00,10.00,10.00,9.00,7.00,11.00,6.00,6.00
H,5.00,9.00,6.00,6.00,3.00,7.00,10.00,15.00,2.00,7.00,3.00,8.00,3.00,8.00,0.00,8.00
H,11.00,14.00,10.00,8.00,5.00,8.00,7.00,4.00,5.00,9.00,6.00,7.00,7.00,10.00,5.00,9.00
H,4.00,5.00,5.00,4.00,4.00,7.00,7.00,6.00,6.00,7.00,6.00,8.00,3.00,8.00,3.00,7.00
H,4.00,7.00,5.00,5.00,4.00,6.00,7.00,6.00,4.00,6.00,5.00,8.00,3.00,7.00,6.00,10.00
H,3.00,6.00,5.00,4.00,6.00,9.00,7.00,4.00,4.00,6.00,6.00,8.00,7.00,8.00,6.00,7.00
H,6.00,11.00,9.00,9.00,8.00,10.00,6.00,3.00,6.00,10.00,3.00,7.00,6.00,8.00,5.00,10.00
H,4.00,4.00,6.00,3.00,3.00,8.00,7.00,3.00,6.00,10.00,6.00,8.00,3.00,8.00,3.00,8.00
H,4.00,8.00,4.00,5.00,2.00,7.00,8.00,15.00,1.00,7.00,5.00,8.00,3.00,8.00,0.00,8.00
H,6.00,10.00,7.00,6.00,5.00,8.00,7.00,3.00,5.00,10.00,7.00,7.00,7.00,11.00,5.00,8.00
H,5.00,9.00,7.00,7.00,7.00,7.00,7.00,5.00,7.00,7.00,6.00,7.00,6.00,8.00,4.00,7.00
H,5.00,4.00,6.00,6.00,2.00,7.00,7.00,15.00,0.00,7.00,6.00,8.00,3.00,8.00,0.00,8.00
H,4.00,7.00,5.00,5.00,4.00,6.00,6.00,6.00,4.00,6.00,5.00,8.00,2.00,7.00,6.00,9.00
H,3.00,7.00,4.00,5.00,4.00,7.00,7.00,7.00,6.00,7.00,7.00,8.00,3.00,8.00,3.00,7.00
H,5.00,7.00,8.00,5.00,6.00,9.00,7.00,3.00,7.00,10.00,3.00,7.00,5.00,8.00,4.00,9.00
H,3.00,3.00,5.00,2.00,2.00,5.00,9.00,3.00,5.00,10.00,9.00,8.00,3.00,9.00,3.00,6.00
H,6.00,7.00,9.00,5.00,6.00,10.00,6.00,3.00,6.00,10.00,3.00,7.00,3.00,7.00,3.00,9.00
H,9.00,15.00,8.00,8.00,5.00,6.00,8.00,4.00,6.00,9.00,8.00,9.00,6.00,8.00,6.00,10.00
H,2.00,4.00,4.00,2.00,2.00,7.00,7.00,3.00,5.00,10.00,6.00,8.00,3.00,8.00,2.00,7.00
H,4.00,8.00,4.00,5.00,2.00,7.00,9.00,15.00,1.00,7.00,4.00,8.00,3.00,8.00,0.00,8.00
H,4.00,8.00,4.00,6.00,4.00,7.00,7.00,12.00,1.00,7.00,6.00,8.00,3.00,8.00,0.00,8.00
H,3.00,6.00,4.00,4.00,5.00,9.00,9.00,4.00,3.00,6.00,7.00,7.00,6.00,9.00,5.00,6.00
H,3.00,4.00,3.00,5.00,2.00,7.00,9.00,14.00,3.00,7.00,3.00,8.00,3.00,8.00,0.00,8.00
H,4.00,11.00,5.00,8.00,3.00,7.00,7.00,15.00,1.00,7.00,7.00,8.00,3.00,8.00,0.00,8.00
H,6.00,11.00,6.00,8.00,6.00,7.00,9.00,14.00,2.00,7.00,4.00,8.00,3.00,8.00,0.00,8.00
H,5.00,6.00,8.00,8.00,6.00,9.00,11.00,4.00,2.00,8.00,7.00,6.00,3.00,10.00,8.00,6.00
H,8.00,14.00,7.00,8.00,4.00,8.00,8.00,4.00,6.00,8.00,5.00,6.00,6.00,8.00,5.00,8.00
H,4.00,9.00,5.00,7.00,4.00,7.00,7.00,13.00,1.00,7.00,6.00,8.00,3.00,8.00,0.00,8.00
H,3.00,6.00,5.00,4.00,4.00,6.00,7.00,5.00,5.00,7.00,5.00,8.00,3.00,7.00,6.00,12.00
H,8.00,11.00,11.00,8.00,7.00,7.00,6.00,3.00,7.00,10.00,5.00,8.00,5.00,6.00,5.00,7.00
H,3.00,2.00,4.00,4.00,3.00,8.00,7.00,6.00,6.00,7.00,6.00,8.00,3.00,8.00,3.00,8.00
H,9.00,15.00,9.00,8.00,7.00,4.00,10.00,3.00,5.00,10.00,8.00,10.00,5.00,8.00,4.00,6.00
H,3.00,7.00,5.00,5.00,6.00,9.00,8.00,4.00,3.00,6.00,7.00,8.00,7.00,8.00,7.00,7.00
H,4.00,4.00,6.00,6.00,4.00,9.00,8.00,3.00,1.00,7.00,6.00,8.00,4.00,9.00,9.00,7.00
H,5.00,10.00,8.00,8.00,5.00,8.00,8.00,3.00,7.00,10.00,6.00,7.00,3.00,8.00,3.00,8.00
H,4.00,2.00,5.00,4.00,4.00,7.00,8.00,6.00,6.00,7.00,6.00,8.00,3.00,8.00,3.00,8.00
H,5.00,10.00,8.00,8.00,5.00,8.00,5.00,3.00,6.00,9.00,5.00,8.00,4.00,7.00,4.00,8.00
H,4.00,7.00,6.00,5.00,4.00,4.00,9.00,4.00,5.00,10.00,10.00,9.00,3.00,8.00,3.00,5.00
H,1.00,0.00,1.00,0.00,0.00,7.00,7.00,10.00,2.00,7.00,6.00,8.00,2.00,8.00,0.00,8.00
H,3.00,8.00,4.00,6.00,3.00,7.00,7.00,12.00,1.00,7.00,6.00,8.00,3.00,8.00,0.00,8.00
H,8.00,12.00,7.00,6.00,4.00,7.00,8.00,5.00,4.00,9.00,10.00,9.00,7.00,11.00,5.00,9.00
H,8.00,11.00,12.00,8.00,10.00,10.00,6.00,3.00,7.00,10.00,3.00,7.00,5.00,7.00,5.00,10.00
H,5.00,11.00,8.00,8.00,7.00,8.00,7.00,3.00,6.00,10.00,5.00,8.00,3.00,9.00,4.00,8.00
H,5.00,6.00,7.00,4.00,4.00,8.00,8.00,3.00,6.00,10.00,5.00,7.00,3.00,8.00,3.00,8.00
H,5.00,10.00,6.00,7.00,3.00,7.00,6.00,15.00,1.00,7.00,8.00,8.00,3.00,8.00,0.00,8.00
H,7.00,9.00,10.00,7.00,7.00,6.00,8.00,3.00,7.00,10.00,9.00,9.00,8.00,9.00,6.00,6.00
H,3.00,5.00,5.00,4.00,3.00,7.00,8.00,5.00,7.00,7.00,6.00,8.00,6.00,8.00,3.00,8.00
H,3.00,6.00,5.00,4.00,4.00,5.00,9.00,3.00,6.00,10.00,8.00,8.00,3.00,8.00,3.00,6.00
H,4.00,9.00,6.00,6.00,5.00,7.00,6.00,7.00,7.00,7.00,7.00,9.00,3.00,8.00,3.00,9.00
H,5.00,9.00,8.00,7.00,8.00,7.00,7.00,6.00,6.00,7.00,6.00,8.00,3.00,8.00,3.00,8.00
H,5.00,10.00,8.00,8.00,8.00,7.00,7.00,5.00,7.00,7.00,6.00,8.00,6.00,8.00,4.00,8.00
H,1.00,0.00,1.00,0.00,0.00,7.00,8.00,10.00,1.00,7.00,6.00,8.00,2.00,8.00,0.00,8.00
H,9.00,11.00,12.00,8.00,8.00,7.00,7.00,3.00,6.00,10.00,7.00,9.00,3.00,8.00,4.00,8.00
H,1.00,1.00,2.00,1.00,1.00,7.00,7.00,11.00,1.00,7.00,6.00,8.00,3.00,8.00,0.00,8.00
H,6.00,8.00,9.00,6.00,5.00,5.00,8.00,4.00,7.00,10.00,10.00,10.00,5.00,10.00,4.00,6.00
H,3.00,2.00,5.00,3.00,3.00,8.00,7.00,6.00,6.00,7.00,6.00,7.00,3.00,8.00,3.00,7.00
H,3.00,4.00,5.00,2.00,2.00,7.00,6.00,3.00,5.00,10.00,6.00,9.00,3.00,7.00,3.00,8.00
H,4.00,7.00,4.00,5.00,4.00,7.00,8.00,12.00,1.00,7.00,4.00,8.00,3.00,8.00,0.00,8.00
H,1.00,0.00,1.00,0.00,0.00,7.00,8.00,10.00,1.00,7.00,6.00,8.00,2.00,8.00,0.00,8.00
H,4.00,7.00,5.00,5.00,4.00,8.00,6.00,13.00,1.00,7.00,7.00,8.00,3.00,8.00,0.00,8.00
H,5.00,5.00,6.00,7.00,3.00,7.00,7.00,15.00,0.00,7.00,6.00,8.00,3.00,8.00,0.00,8.00
H,4.00,5.00,4.00,8.00,3.00,7.00,8.00,15.00,1.00,7.00,5.00,8.00,3.00,8.00,0.00,8.00
H,3.00,5.00,4.00,4.00,4.00,9.00,7.00,6.00,6.00,7.00,6.00,6.00,3.00,8.00,3.00,7.00
H,3.00,4.00,4.00,6.00,4.00,11.00,5.00,2.00,2.00,8.00,5.00,9.00,3.00,8.00,5.00,11.00
H,4.00,7.00,6.00,5.00,4.00,6.00,8.00,3.00,6.00,10.00,8.00,9.00,3.00,8.00,3.00,7.00
H,7.00,10.00,10.00,8.00,6.00,10.00,6.00,3.00,6.00,10.00,3.00,7.00,5.00,7.00,5.00,9.00
H,4.00,2.00,5.00,4.00,4.00,9.00,7.00,6.00,6.00,7.00,6.00,6.00,3.00,8.00,3.00,7.00
H,5.00,9.00,8.00,7.00,8.00,8.00,7.00,5.00,7.00,7.00,6.00,9.00,6.00,8.00,4.00,8.00
H,7.00,9.00,7.00,4.00,4.00,7.00,8.00,3.00,5.00,11.00,7.00,8.00,6.00,9.00,4.00,8.00
H,3.00,4.00,5.00,3.00,3.00,8.00,7.00,3.00,6.00,10.00,4.00,8.00,3.00,7.00,3.00,8.00
H,3.00,5.00,4.00,3.00,3.00,7.00,7.00,6.00,6.00,7.00,6.00,8.00,3.00,8.00,4.00,8.00
H,4.00,6.00,5.00,4.00,3.00,10.00,6.00,4.00,6.00,10.00,3.00,7.00,3.00,8.00,3.00,10.00
H,4.00,2.00,5.00,4.00,4.00,8.00,7.00,6.00,7.00,7.00,6.00,8.00,6.00,8.00,4.00,7.00
H,5.00,5.00,5.00,7.00,3.00,7.00,7.00,15.00,1.00,7.00,7.00,8.00,3.00,8.00,0.00,8.00
H,4.00,4.00,6.00,3.00,3.00,7.00,7.00,3.00,6.00,10.00,7.00,8.00,5.00,9.00,4.00,8.00
H,6.00,7.00,9.00,5.00,5.00,9.00,6.00,3.00,7.00,10.00,5.00,8.00,3.00,8.00,3.00,8.00
H,4.00,5.00,7.00,4.00,4.00,8.00,6.00,3.00,6.00,10.00,5.00,8.00,5.00,7.00,4.00,8.00
H,5.00,7.00,8.00,5.00,5.00,7.00,7.00,3.00,6.00,10.00,7.00,8.00,3.00,9.00,3.00,7.00
H,11.00,14.00,11.00,8.00,8.00,6.00,9.00,3.00,5.00,10.00,5.00,9.00,7.00,6.00,5.00,6.00
H,9.00,12.00,9.00,6.00,4.00,7.00,8.00,5.00,4.00,9.00,10.00,9.00,7.00,10.00,5.00,9.00
H,2.00,6.00,4.00,4.00,5.00,7.00,9.00,5.00,2.00,7.00,6.00,7.00,5.00,6.00,6.00,6.00
H,3.00,4.00,5.00,3.00,3.00,6.00,8.00,3.00,5.00,10.00,9.00,9.00,3.00,7.00,3.00,6.00
H,5.00,9.00,7.00,6.00,5.00,7.00,6.00,7.00,5.00,5.00,4.00,9.00,3.00,7.00,6.00,9.00
H,3.00,2.00,4.00,3.00,3.00,6.00,7.00,6.00,6.00,7.00,6.00,8.00,6.00,8.00,3.00,8.00
H,5.00,9.00,6.00,5.00,4.00,8.00,7.00,3.00,5.00,10.00,4.00,8.00,5.00,7.00,4.00,7.00
H,1.00,0.00,1.00,0.00,0.00,7.00,8.00,10.00,1.00,7.00,5.00,8.00,2.00,8.00,0.00,8.00
H,5.00,5.00,5.00,7.00,3.00,7.00,8.00,15.00,1.00,7.00,5.00,8.00,3.00,8.00,0.00,8.00
H,3.00,7.00,5.00,5.00,5.00,6.00,7.00,6.00,6.00,7.00,6.00,10.00,3.00,8.00,3.00,9.00
H,6.00,11.00,8.00,8.00,9.00,6.00,7.00,6.00,7.00,7.00,7.00,10.00,6.00,8.00,4.00,9.00
H,7.00,9.00,10.00,7.00,6.00,9.00,6.00,3.00,6.00,10.00,5.00,7.00,3.00,8.00,3.00,8.00
H,4.00,7.00,6.00,5.00,4.00,7.00,7.00,3.00,6.00,10.00,5.00,9.00,3.00,8.00,3.00,9.00
H,5.00,7.00,8.00,5.00,6.00,5.00,9.00,3.00,6.00,10.00,8.00,8.00,3.00,8.00,3.00,6.00
H,3.00,8.00,5.00,6.00,4.00,8.00,8.00,7.00,7.00,7.00,5.00,7.00,3.00,8.00,3.00,7.00
H,5.00,7.00,8.00,5.00,5.00,9.00,7.00,3.00,6.00,10.00,4.00,7.00,5.00,8.00,4.00,9.00
R,5.00,9.00,5.00,7.00,6.00,6.00,11.00,7.00,3.00,7.00,3.00,9.00,2.00,7.00,5.00,11.00
R,8.00,10.00,8.00,6.00,6.00,7.00,7.00,3.00,5.00,8.00,4.00,8.00,6.00,6.00,7.00,7.00
R,2.00,6.00,4.00,4.00,3.00,6.00,7.00,5.00,5.00,6.00,5.00,7.00,3.00,7.00,5.00,8.00
R,6.00,9.00,5.00,4.00,3.00,10.00,6.00,5.00,5.00,10.00,2.00,8.00,6.00,6.00,4.00,9.00
R,3.00,6.00,4.00,4.00,4.00,6.00,7.00,5.00,5.00,7.00,6.00,7.00,3.00,7.00,4.00,9.00
R,2.00,4.00,4.00,3.00,3.00,7.00,8.00,4.00,4.00,9.00,5.00,8.00,2.00,6.00,3.00,10.00
R,4.00,8.00,5.00,5.00,3.00,5.00,11.00,8.00,3.00,7.00,4.00,8.00,3.00,7.00,6.00,11.00
R,8.00,12.00,8.00,7.00,6.00,9.00,6.00,3.00,5.00,9.00,4.00,8.00,6.00,8.00,6.00,8.00
R,7.00,10.00,7.00,5.00,5.00,7.00,6.00,3.00,5.00,8.00,4.00,9.00,6.00,8.00,6.00,7.00
R,3.00,9.00,4.00,6.00,3.00,5.00,10.00,9.00,3.00,7.00,4.00,8.00,3.00,7.00,6.00,11.00
R,4.00,8.00,5.00,6.00,3.00,5.00,12.00,8.00,4.00,8.00,3.00,9.00,3.00,7.00,6.00,11.00
R,3.00,4.00,4.00,5.00,2.00,6.00,10.00,9.00,4.00,7.00,4.00,8.00,3.00,7.00,5.00,10.00
R,6.00,10.00,9.00,8.00,11.00,6.00,7.00,4.00,4.00,6.00,6.00,9.00,8.00,9.00,9.00,7.00
R,6.00,9.00,8.00,7.00,9.00,6.00,7.00,4.00,5.00,7.00,6.00,8.00,6.00,9.00,7.00,5.00
R,9.00,13.00,7.00,8.00,5.00,8.00,6.00,5.00,5.00,9.00,5.00,9.00,6.00,6.00,7.00,11.00
R,8.00,12.00,7.00,6.00,6.00,6.00,7.00,3.00,5.00,7.00,5.00,9.00,6.00,9.00,6.00,6.00
R,4.00,7.00,6.00,5.00,4.00,9.00,8.00,3.00,6.00,10.00,3.00,6.00,3.00,6.00,4.00,10.00
R,4.00,3.00,5.00,5.00,3.00,6.00,9.00,10.00,5.00,7.00,5.00,8.00,2.00,8.00,5.00,10.00
R,3.00,8.00,4.00,6.00,2.00,5.00,11.00,8.00,4.00,7.00,4.00,9.00,3.00,7.00,6.00,11.00
R,3.00,8.00,3.00,6.00,3.00,6.00,10.00,7.00,4.00,6.00,3.00,10.00,2.00,6.00,5.00,11.00
R,3.00,6.00,5.00,4.00,5.00,6.00,7.00,3.00,3.00,7.00,6.00,9.00,5.00,9.00,7.00,5.00
R,2.00,3.00,3.00,2.00,2.00,6.00,7.00,5.00,5.00,7.00,6.00,7.00,2.00,7.00,4.00,9.00
R,4.00,2.00,4.00,3.00,3.00,7.00,8.00,5.00,5.00,6.00,5.00,6.00,3.00,7.00,4.00,8.00
R,5.00,10.00,8.00,8.00,5.00,11.00,7.00,3.00,6.00,11.00,1.00,6.00,4.00,5.00,4.00,10.00
R,6.00,9.00,6.00,5.00,4.00,9.00,8.00,4.00,6.00,9.00,2.00,6.00,5.00,5.00,5.00,7.00
R,4.00,9.00,5.00,7.00,4.00,9.00,8.00,4.00,6.00,9.00,3.00,7.00,3.00,7.00,4.00,11.00
R,4.00,9.00,5.00,7.00,5.00,9.00,7.00,3.00,5.00,9.00,3.00,8.00,3.00,6.00,3.00,11.00
R,1.00,0.00,1.00,0.00,0.00,6.00,8.00,6.00,3.00,7.00,5.00,7.00,2.00,7.00,4.00,11.00
R,2.00,4.00,3.00,3.00,2.00,7.00,7.00,5.00,5.00,6.00,5.00,6.00,2.00,7.00,4.00,8.00
R,8.00,12.00,6.00,6.00,4.00,10.00,6.00,6.00,5.00,11.00,2.00,8.00,7.00,6.00,5.00,10.00
R,3.00,5.00,6.00,3.00,4.00,8.00,8.00,3.00,5.00,9.00,4.00,7.00,3.00,6.00,3.00,11.00
R,9.00,13.00,7.00,8.00,5.00,7.00,7.00,5.00,5.00,9.00,5.00,9.00,7.00,5.00,7.00,11.00
R,2.00,0.00,2.00,1.00,1.00,7.00,11.00,8.00,2.00,7.00,5.00,8.00,2.00,7.00,4.00,10.00
R,5.00,10.00,5.00,8.00,7.00,6.00,8.00,8.00,4.00,7.00,5.00,7.00,3.00,8.00,6.00,12.00
R,4.00,8.00,4.00,6.00,4.00,6.00,8.00,9.00,4.00,7.00,5.00,8.00,2.00,7.00,5.00,11.00
R,4.00,6.00,5.00,4.00,4.00,6.00,7.00,4.00,6.00,7.00,6.00,6.00,6.00,7.00,4.00,8.00
R,4.00,8.00,6.00,6.00,4.00,7.00,8.00,6.00,6.00,6.00,5.00,8.00,4.00,6.00,7.00,9.00
R,3.00,3.00,4.00,5.00,2.00,5.00,11.00,8.00,4.00,7.00,3.00,9.00,3.00,7.00,6.00,11.00
R,5.00,9.00,7.00,7.00,6.00,7.00,8.00,5.00,7.00,7.00,5.00,6.00,3.00,7.00,5.00,8.00
R,2.00,3.00,4.00,2.00,2.00,8.00,7.00,3.00,4.00,9.00,4.00,6.00,2.00,7.00,3.00,9.00
R,3.00,9.00,3.00,6.00,4.00,5.00,9.00,8.00,3.00,7.00,5.00,8.00,2.00,7.00,5.00,11.00
R,3.00,9.00,4.00,6.00,4.00,6.00,8.00,8.00,4.00,7.00,5.00,8.00,2.00,7.00,5.00,11.00
R,2.00,3.00,3.00,2.00,2.00,9.00,6.00,3.00,4.00,10.00,4.00,7.00,2.00,7.00,3.00,10.00
R,4.00,6.00,6.00,4.00,4.00,9.00,7.00,4.00,5.00,9.00,3.00,7.00,3.00,7.00,4.00,11.00
R,4.00,11.00,6.00,8.00,6.00,6.00,7.00,6.00,6.00,6.00,5.00,8.00,3.00,6.00,6.00,9.00
R,5.00,11.00,7.00,8.00,6.00,6.00,8.00,5.00,6.00,6.00,5.00,7.00,3.00,6.00,6.00,9.00
R,4.00,5.00,7.00,4.00,6.00,7.00,7.00,3.00,4.00,7.00,5.00,8.00,6.00,9.00,5.00,7.00
R,1.00,0.00,2.00,1.00,1.00,6.00,10.00,7.00,2.00,7.00,5.00,8.00,2.00,7.00,4.00,10.00
R,3.00,4.00,3.00,5.00,2.00,5.00,11.00,7.00,4.00,7.00,3.00,9.00,3.00,7.00,6.00,11.00
R,3.00,6.00,3.00,4.00,3.00,6.00,9.00,7.00,3.00,7.00,5.00,8.00,2.00,7.00,5.00,11.00
R,7.00,12.00,7.00,6.00,5.00,11.00,5.00,3.00,5.00,10.00,3.00,8.00,6.00,8.00,6.00,10.00
R,4.00,6.00,5.00,4.00,3.00,10.00,7.00,3.00,6.00,10.00,3.00,6.00,3.00,7.00,4.00,10.00
R,4.00,6.00,4.00,4.00,2.00,6.00,12.00,8.00,3.00,7.00,3.00,9.00,2.00,7.00,5.00,11.00
R,4.00,8.00,6.00,6.00,6.00,6.00,7.00,5.00,6.00,7.00,6.00,7.00,3.00,7.00,5.00,9.00
R,7.00,11.00,10.00,8.00,11.00,5.00,8.00,3.00,5.00,6.00,5.00,10.00,8.00,9.00,9.00,6.00
R,2.00,0.00,2.00,1.00,1.00,6.00,10.00,7.00,2.00,7.00,5.00,7.00,2.00,7.00,4.00,9.00
R,5.00,8.00,8.00,7.00,8.00,8.00,8.00,3.00,3.00,7.00,5.00,8.00,7.00,8.00,6.00,4.00
R,3.00,7.00,3.00,5.00,2.00,6.00,9.00,9.00,5.00,7.00,5.00,8.00,3.00,8.00,5.00,10.00
R,4.00,4.00,4.00,6.00,3.00,5.00,11.00,8.00,4.00,7.00,2.00,9.00,3.00,7.00,6.00,11.00
R,4.00,4.00,4.00,5.00,2.00,5.00,10.00,8.00,4.00,7.00,4.00,8.00,3.00,7.00,6.00,11.00
R,5.00,7.00,8.00,6.00,8.00,9.00,7.00,4.00,4.00,8.00,5.00,7.00,8.00,10.00,7.00,5.00
R,3.00,2.00,4.00,4.00,3.00,7.00,8.00,5.00,5.00,6.00,5.00,6.00,3.00,7.00,4.00,8.00
R,5.00,10.00,7.00,8.00,6.00,6.00,8.00,5.00,6.00,6.00,5.00,8.00,3.00,6.00,6.00,9.00
R,5.00,11.00,7.00,8.00,10.00,6.00,7.00,3.00,4.00,6.00,6.00,9.00,7.00,10.00,8.00,6.00
R,1.00,0.00,2.00,1.00,1.00,6.00,9.00,7.00,3.00,7.00,5.00,8.00,2.00,7.00,4.00,11.00
R,3.00,4.00,5.00,3.00,3.00,9.00,7.00,3.00,5.00,11.00,3.00,6.00,2.00,7.00,3.00,9.00
R,3.00,7.00,4.00,5.00,2.00,5.00,10.00,8.00,3.00,7.00,5.00,8.00,2.00,8.00,6.00,11.00
R,4.00,10.00,6.00,8.00,6.00,7.00,7.00,4.00,6.00,6.00,5.00,7.00,3.00,7.00,5.00,9.00
R,1.00,1.00,2.00,1.00,1.00,6.00,9.00,8.00,4.00,7.00,5.00,8.00,2.00,7.00,4.00,11.00
R,3.00,2.00,4.00,4.00,3.00,7.00,7.00,5.00,5.00,6.00,5.00,7.00,3.00,6.00,6.00,9.00
R,3.00,7.00,3.00,5.00,3.00,5.00,9.00,7.00,3.00,7.00,5.00,8.00,2.00,7.00,4.00,11.00
R,2.00,1.00,2.00,1.00,1.00,6.00,10.00,7.00,2.00,7.00,5.00,8.00,2.00,7.00,4.00,10.00
R,3.00,5.00,4.00,4.00,3.00,7.00,7.00,4.00,5.00,6.00,5.00,6.00,3.00,7.00,4.00,8.00
R,4.00,9.00,6.00,7.00,6.00,6.00,7.00,5.00,6.00,7.00,6.00,6.00,3.00,7.00,5.00,9.00
R,3.00,8.00,3.00,6.00,4.00,5.00,9.00,7.00,3.00,7.00,5.00,8.00,2.00,7.00,5.00,11.00
R,5.00,11.00,7.00,8.00,6.00,10.00,7.00,3.00,5.00,10.00,3.00,7.00,3.00,7.00,4.00,10.00
R,3.00,5.00,5.00,4.00,3.00,9.00,7.00,3.00,5.00,10.00,4.00,6.00,3.00,7.00,4.00,10.00
R,4.00,8.00,5.00,6.00,4.00,7.00,9.00,6.00,5.00,7.00,6.00,8.00,3.00,7.00,6.00,9.00
R,5.00,6.00,6.00,8.00,4.00,5.00,12.00,8.00,3.00,7.00,3.00,9.00,3.00,7.00,7.00,11.00
R,4.00,7.00,5.00,5.00,4.00,11.00,7.00,2.00,5.00,11.00,3.00,7.00,3.00,7.00,3.00,11.00
R,7.00,11.00,9.00,8.00,6.00,9.00,8.00,4.00,7.00,9.00,3.00,7.00,3.00,6.00,5.00,11.00
R,3.00,7.00,5.00,5.00,5.00,8.00,7.00,7.00,5.00,8.00,6.00,7.00,3.00,8.00,5.00,9.00
R,2.00,3.00,3.00,2.00,2.00,8.00,8.00,3.00,4.00,9.00,5.00,7.00,2.00,7.00,3.00,9.00
R,6.00,12.00,6.00,7.00,5.00,10.00,6.00,3.00,5.00,10.00,4.00,8.00,6.00,8.00,6.00,10.00
R,8.00,12.00,6.00,6.00,4.00,11.00,5.00,5.00,5.00,11.00,2.00,8.00,6.00,6.00,6.00,10.00
R,4.00,9.00,5.00,7.00,5.00,7.00,7.00,5.00,6.00,6.00,5.00,7.00,3.00,7.00,5.00,8.00
R,6.00,11.00,6.00,8.00,4.00,5.00,11.00,9.00,3.00,7.00,4.00,8.00,3.00,8.00,6.00,11.00
R,9.00,11.00,7.00,6.00,4.00,10.00,6.00,6.00,5.00,11.00,2.00,8.00,6.00,6.00,5.00,10.00
R,4.00,7.00,6.00,5.00,4.00,9.00,7.00,4.00,6.00,9.00,4.00,7.00,3.00,7.00,5.00,11.00
R,10.00,13.00,8.00,7.00,5.00,7.00,7.00,5.00,5.00,9.00,4.00,9.00,7.00,6.00,7.00,11.00
R,3.00,8.00,4.00,6.00,4.00,5.00,8.00,7.00,5.00,6.00,4.00,9.00,3.00,6.00,5.00,8.00
R,3.00,7.00,5.00,5.00,3.00,9.00,8.00,6.00,6.00,8.00,5.00,8.00,3.00,7.00,6.00,10.00
R,2.00,3.00,4.00,2.00,2.00,8.00,7.00,4.00,5.00,9.00,4.00,7.00,2.00,7.00,4.00,10.00
R,3.00,5.00,6.00,4.00,4.00,9.00,7.00,3.00,5.00,9.00,4.00,6.00,3.00,7.00,4.00,10.00
R,5.00,10.00,5.00,5.00,4.00,7.00,7.00,3.00,4.00,7.00,5.00,9.00,5.00,8.00,6.00,7.00
R,3.00,6.00,4.00,4.00,4.00,6.00,10.00,7.00,3.00,7.00,4.00,8.00,2.00,6.00,5.00,11.00
R,3.00,9.00,4.00,7.00,4.00,6.00,9.00,8.00,3.00,7.00,5.00,8.00,2.00,7.00,5.00,11.00
R,1.00,0.00,1.00,1.00,1.00,6.00,9.00,7.00,3.00,7.00,5.00,8.00,2.00,7.00,4.00,10.00
R,4.00,6.00,6.00,6.00,6.00,6.00,8.00,4.00,3.00,6.00,5.00,9.00,7.00,6.00,7.00,8.00
R,6.00,9.00,9.00,8.00,9.00,7.00,7.00,4.00,4.00,7.00,5.00,8.00,8.00,7.00,7.00,9.00
R,3.00,5.00,5.00,4.00,3.00,8.00,7.00,3.00,5.00,10.00,4.00,6.00,3.00,7.00,3.00,9.00
R,4.00,7.00,7.00,6.00,6.00,7.00,7.00,3.00,3.00,7.00,5.00,8.00,6.00,8.00,5.00,7.00
R,4.00,2.00,4.00,3.00,3.00,7.00,8.00,5.00,5.00,6.00,5.00,6.00,3.00,7.00,4.00,8.00
R,3.00,9.00,5.00,6.00,4.00,6.00,7.00,6.00,6.00,6.00,6.00,6.00,3.00,8.00,6.00,8.00
R,4.00,7.00,5.00,5.00,3.00,6.00,10.00,9.00,4.00,6.00,4.00,8.00,2.00,8.00,5.00,10.00
R,3.00,7.00,5.00,5.00,4.00,7.00,8.00,5.00,6.00,8.00,5.00,9.00,3.00,6.00,5.00,11.00
R,5.00,9.00,7.00,8.00,8.00,7.00,8.00,3.00,4.00,7.00,5.00,8.00,7.00,8.00,6.00,8.00
R,6.00,11.00,8.00,8.00,7.00,9.00,7.00,3.00,6.00,10.00,3.00,7.00,3.00,6.00,3.00,11.00
R,5.00,9.00,7.00,7.00,6.00,6.00,8.00,6.00,6.00,6.00,5.00,8.00,3.00,6.00,6.00,9.00
R,5.00,6.00,7.00,5.00,7.00,6.00,7.00,4.00,3.00,6.00,5.00,9.00,7.00,9.00,6.00,10.00
